"year","zone","awards","level","stage","measure","value"
"2011-2012","S01001808","5","6 And Above","S5","Ratio",0
"2012-2013","S01001808","5","6 And Above","S5","Ratio",0
"2008-2009","S01001808","5","6 And Above","S6","Ratio",0
"2012-2013","S01001808","5","3 And Above","S4","Ratio",100
"2010-2011","S01001808","5","3 And Above","S4","Ratio",0
"2008-2009","S01001808","5","3 And Above","S4","Ratio",0
"2009-2010","S01001808","5","3 And Above","S4","Ratio",0
"2011-2012","S01001808","5","3 And Above","S4","Ratio",100
"2011-2012","S01001808","1","6 And Above","S5","Ratio",0
"2009-2010","S01001808","1","6 And Above","S5","Ratio",0
"2012-2013","S01001808","1","6 And Above","S5","Ratio",50
"2011-2012","S01001808","1","7 And Above","S6","Ratio",0
"2008-2009","S01001808","1","6 And Above","S5","Ratio",0
"2009-2010","S01001808","1","7 And Above","S6","Ratio",0
"2010-2011","S01001808","1","6 And Above","S5","Ratio",0
"2010-2011","S01001808","1","7 And Above","S6","Ratio",0
"2008-2009","S01001808","1","7 And Above","S6","Ratio",0
"2008-2009","S01001809","3","6 And Above","S6","Ratio",0
"2012-2013","S01001809","3","6 And Above","S5","Ratio",0
"2009-2010","S01001809","3","6 And Above","S5","Count",0
"2009-2010","S01001809","3","6 And Above","S6","Count",0
"2011-2012","S01001809","3","6 And Above","S6","Ratio",0
"2010-2011","S01001809","3","6 And Above","S6","Ratio",0
"2012-2013","S01001809","3","6 And Above","S5","Count",0
"2011-2012","S01001809","3","6 And Above","S5","Ratio",0
"2009-2010","S01001809","3","6 And Above","S6","Ratio",0
"2011-2012","S01001809","3","6 And Above","S5","Count",0
"2008-2009","S01001809","3","6 And Above","S5","Count",0
"2009-2010","S01001809","3","6 And Above","S5","Ratio",0
"2008-2009","S01001809","3","6 And Above","S6","Count",0
"2012-2013","S01001809","3","6 And Above","S6","Count",0
"2008-2009","S01001809","3","6 And Above","S5","Ratio",0
"2010-2011","S01001809","3","6 And Above","S5","Count",0
"2010-2011","S01001809","3","6 And Above","S5","Ratio",0
"2010-2011","S01001809","3","6 And Above","S6","Count",0
"2011-2012","S01001809","3","6 And Above","S6","Count",0
"2008-2009","S01001809","5","6 And Above","S5","Count",0
"2010-2011","S01001809","5","5 And Above","S4","Count",0
"2010-2011","S01001809","5","6 And Above","S6","Count",0
"2011-2012","S01001809","5","5 And Above","S4","Count",0
"2012-2013","S01001809","5","5 And Above","S4","Count",0
"2012-2013","S01001809","5","6 And Above","S6","Count",0
"2008-2009","S01001809","5","6 And Above","S6","Count",0
"2009-2010","S01001809","5","6 And Above","S5","Count",0
"2010-2011","S01001809","5","6 And Above","S5","Count",0
"2012-2013","S01001809","5","3 And Above","S4","Count",5
"2009-2010","S01001809","5","6 And Above","S6","Count",0
"2011-2012","S01001809","5","3 And Above","S4","Count",2
"2009-2010","S01001809","5","3 And Above","S4","Count",0
"2008-2009","S01001809","5","3 And Above","S4","Count",0
"2011-2012","S01001809","5","6 And Above","S5","Count",0
"2010-2011","S01001809","5","3 And Above","S4","Count",0
"2011-2012","S01001809","5","4 And Above","S4","Count",0
"2010-2011","S01001809","5","4 And Above","S4","Count",0
"2012-2013","S01001809","5","4 And Above","S4","Count",1
"2008-2009","S01001809","5","4 And Above","S4","Count",0
"2009-2010","S01001809","5","4 And Above","S4","Count",0
"2011-2012","S01001809","5","6 And Above","S6","Count",0
"2008-2009","S01001809","5","5 And Above","S4","Count",0
"2009-2010","S01001809","5","5 And Above","S4","Count",0
"2012-2013","S01001809","5","6 And Above","S5","Count",0
"2009-2010","S01001809","5","6 And Above","S5","Ratio",0
"2011-2012","S01001809","5","6 And Above","S5","Ratio",0
"2012-2013","S01001809","5","6 And Above","S5","Ratio",0
"2008-2009","S01001809","5","6 And Above","S6","Ratio",0
"2012-2013","S01001809","5","3 And Above","S4","Ratio",100
"2010-2011","S01001809","5","3 And Above","S4","Ratio",0
"2008-2009","S01001809","5","3 And Above","S4","Ratio",0
"2009-2010","S01001809","5","3 And Above","S4","Ratio",0
"2011-2012","S01001809","5","3 And Above","S4","Ratio",100
"2008-2009","S01001809","5","4 And Above","S4","Ratio",0
"2009-2010","S01001809","5","4 And Above","S4","Ratio",0
"2012-2013","S01001809","5","4 And Above","S4","Ratio",20
"2010-2011","S01001809","5","4 And Above","S4","Ratio",0
"2011-2012","S01001809","5","4 And Above","S4","Ratio",0
"2009-2010","S01001809","5","5 And Above","S4","Ratio",0
"2008-2009","S01001809","5","5 And Above","S4","Ratio",0
"2012-2013","S01001809","5","5 And Above","S4","Ratio",0
"2010-2011","S01001809","5","5 And Above","S4","Ratio",0
"2011-2012","S01001809","5","5 And Above","S4","Ratio",0
"2010-2011","S01001809","5","6 And Above","S6","Ratio",0
"2011-2012","S01001809","5","6 And Above","S6","Ratio",0
"2009-2010","S01001809","5","6 And Above","S6","Ratio",0
"2010-2011","S01001809","5","6 And Above","S5","Ratio",0
"2008-2009","S01001809","5","6 And Above","S5","Ratio",0
"2010-2011","S01001809","1","6 And Above","S5","Count",0
"2012-2013","S01001809","1","6 And Above","S5","Ratio",0
"2012-2013","S01001809","1","6 And Above","S5","Count",0
"2008-2009","S01001809","1","6 And Above","S5","Count",0
"2010-2011","S01001809","1","7 And Above","S6","Count",0
"2011-2012","S01001809","1","6 And Above","S5","Count",0
"2011-2012","S01001809","1","7 And Above","S6","Ratio",0
"2010-2011","S01001809","1","6 And Above","S5","Ratio",0
"2012-2013","S01001809","1","7 And Above","S6","Count",0
"2009-2010","S01001809","1","7 And Above","S6","Ratio",0
"2008-2009","S01001809","1","6 And Above","S5","Ratio",0
"2009-2010","S01001809","1","7 And Above","S6","Count",0
"2009-2010","S01001809","1","6 And Above","S5","Count",0
"2009-2010","S01001809","1","6 And Above","S5","Ratio",0
"2011-2012","S01001809","1","7 And Above","S6","Count",0
"2010-2011","S01001809","1","7 And Above","S6","Ratio",0
"2011-2012","S01001809","1","6 And Above","S5","Ratio",0
"2008-2009","S01001809","1","7 And Above","S6","Count",0
"2008-2009","S01001809","1","7 And Above","S6","Ratio",0
"2011-2012","S01001810","5","6 And Above","S6","Count",0
"2009-2010","S01001810","5","5 And Above","S4","Count",0
"2009-2010","S01001810","5","6 And Above","S6","Count",0
"2009-2010","S01001810","5","6 And Above","S5","Count",0
"2012-2013","S01001810","5","6 And Above","S6","Count",0
"2008-2009","S01001810","5","6 And Above","S6","Count",0
"2008-2009","S01001810","3","6 And Above","S5","Count",0
"2011-2012","S01001810","5","6 And Above","S5","Count",0
"2010-2011","S01001810","5","6 And Above","S6","Count",0
"2012-2013","S01001810","5","3 And Above","S4","Count",0
"2012-2013","S01001810","3","6 And Above","S5","Count",0
"2008-2009","S01001810","5","3 And Above","S4","Count",0
"2008-2009","S01001810","5","6 And Above","S5","Count",0
"2008-2009","S01001810","3","6 And Above","S6","Count",0
"2011-2012","S01001810","5","3 And Above","S4","Count",0
"2010-2011","S01001810","5","6 And Above","S5","Count",0
"2010-2011","S01001810","5","3 And Above","S4","Count",0
"2009-2010","S01001810","5","3 And Above","S4","Count",0
"2012-2013","S01001810","5","6 And Above","S5","Count",0
"2012-2013","S01001810","1","6 And Above","S5","Count",0
"2011-2012","S01001810","5","4 And Above","S4","Count",0
"2010-2011","S01001810","3","6 And Above","S6","Count",0
"2010-2011","S01001810","1","6 And Above","S5","Count",0
"2009-2010","S01001810","1","6 And Above","S5","Count",0
"2010-2011","S01001810","1","7 And Above","S6","Count",0
"2011-2012","S01001810","3","6 And Above","S5","Count",0
"2012-2013","S01001810","5","4 And Above","S4","Count",0
"2009-2010","S01001810","1","7 And Above","S6","Count",0
"2008-2009","S01001810","1","6 And Above","S5","Count",0
"2012-2013","S01001810","1","7 And Above","S6","Count",0
"2008-2009","S01001810","5","4 And Above","S4","Count",0
"2008-2009","S01001810","1","7 And Above","S6","Count",0
"2011-2012","S01001810","1","6 And Above","S5","Count",0
"2010-2011","S01001810","5","4 And Above","S4","Count",0
"2011-2012","S01001810","1","7 And Above","S6","Count",0
"2009-2010","S01001810","5","4 And Above","S4","Count",0
"2009-2010","S01001810","3","6 And Above","S6","Count",0
"2012-2013","S01001810","3","6 And Above","S6","Count",0
"2010-2011","S01001810","5","5 And Above","S4","Count",0
"2008-2009","S01001810","5","5 And Above","S4","Count",0
"2011-2012","S01001810","5","5 And Above","S4","Count",0
"2012-2013","S01001810","5","5 And Above","S4","Count",0
"2010-2011","S01001810","3","6 And Above","S5","Count",0
"2009-2010","S01001810","3","6 And Above","S5","Count",0
"2011-2012","S01001810","3","6 And Above","S6","Count",0
"2009-2010","S01001810","3","6 And Above","S6","Ratio",0
"2008-2009","S01001810","3","6 And Above","S5","Ratio",0
"2011-2012","S01001810","3","6 And Above","S5","Ratio",0
"2009-2010","S01001810","3","6 And Above","S5","Ratio",0
"2008-2009","S01001810","3","6 And Above","S6","Ratio",0
"2010-2011","S01001810","3","6 And Above","S6","Ratio",0
"2010-2011","S01001810","3","6 And Above","S5","Ratio",0
"2011-2012","S01001810","3","6 And Above","S6","Ratio",0
"2008-2009","S01001810","5","6 And Above","S6","Ratio",0
"2010-2011","S01001810","5","6 And Above","S5","Ratio",0
"2011-2012","S01001810","5","6 And Above","S5","Ratio",0
"2008-2009","S01001810","5","4 And Above","S4","Ratio",0
"2011-2012","S01001810","5","4 And Above","S4","Ratio",0
"2010-2011","S01001810","5","4 And Above","S4","Ratio",0
"2009-2010","S01001810","5","4 And Above","S4","Ratio",0
"2009-2010","S01001810","5","5 And Above","S4","Ratio",0
"2008-2009","S01001810","5","5 And Above","S4","Ratio",0
"2010-2011","S01001810","5","5 And Above","S4","Ratio",0
"2011-2012","S01001810","5","5 And Above","S4","Ratio",0
"2009-2010","S01001810","5","6 And Above","S5","Ratio",0
"2008-2009","S01001810","5","6 And Above","S5","Ratio",0
"2009-2010","S01001810","5","6 And Above","S6","Ratio",0
"2011-2012","S01001810","5","6 And Above","S6","Ratio",0
"2010-2011","S01001810","5","6 And Above","S6","Ratio",0
"2011-2012","S01001810","5","3 And Above","S4","Ratio",0
"2008-2009","S01001810","5","3 And Above","S4","Ratio",0
"2009-2010","S01001810","5","3 And Above","S4","Ratio",0
"2010-2011","S01001810","5","3 And Above","S4","Ratio",0
"2009-2010","S01001810","1","6 And Above","S5","Ratio",0
"2011-2012","S01001810","1","7 And Above","S6","Ratio",0
"2010-2011","S01001810","1","7 And Above","S6","Ratio",0
"2011-2012","S01001810","1","6 And Above","S5","Ratio",0
"2008-2009","S01001810","1","6 And Above","S5","Ratio",0
"2010-2011","S01001810","1","6 And Above","S5","Ratio",0
"2008-2009","S01001810","1","7 And Above","S6","Ratio",0
"2009-2010","S01001810","1","7 And Above","S6","Ratio",0
"2008-2009","S01001811","3","6 And Above","S5","Count",0
"2010-2011","S01001811","3","6 And Above","S5","Count",0
"2008-2009","S01001811","3","6 And Above","S6","Count",0
"2010-2011","S01001811","3","6 And Above","S6","Count",0
"2011-2012","S01001811","3","6 And Above","S6","Count",0
"2011-2012","S01001811","5","6 And Above","S6","Count",0
"2009-2010","S01001811","5","6 And Above","S6","Count",1
"2008-2009","S01001811","5","6 And Above","S6","Count",0
"2010-2011","S01001811","5","6 And Above","S5","Count",0
"2008-2009","S01001811","5","6 And Above","S5","Count",0
"2012-2013","S01001811","5","6 And Above","S5","Count",0
"2012-2013","S01001811","5","3 And Above","S4","Count",0
"2008-2009","S01001811","5","4 And Above","S4","Count",0
"2011-2012","S01001811","5","4 And Above","S4","Count",0
"2012-2013","S01001811","5","4 And Above","S4","Count",0
"2010-2011","S01001811","5","4 And Above","S4","Count",0
"2009-2010","S01001811","5","4 And Above","S4","Count",0
"2011-2012","S01001811","5","5 And Above","S4","Count",0
"2012-2013","S01001811","5","5 And Above","S4","Count",0
"2008-2009","S01001811","5","5 And Above","S4","Count",0
"2009-2010","S01001811","5","5 And Above","S4","Count",0
"2010-2011","S01001811","5","5 And Above","S4","Count",0
"2009-2010","S01001811","5","6 And Above","S5","Count",0
"2011-2012","S01001811","5","6 And Above","S5","Count",1
"2012-2013","S01001811","5","6 And Above","S6","Count",1
"2010-2011","S01001811","5","6 And Above","S6","Count",0
"2008-2009","S01001811","5","3 And Above","S4","Count",0
"2010-2011","S01001811","5","3 And Above","S4","Count",0
"2009-2010","S01001811","5","3 And Above","S4","Count",0
"2011-2012","S01001811","5","3 And Above","S4","Count",0
"2012-2013","S01001811","1","6 And Above","S5","Count",0
"2009-2010","S01001811","1","6 And Above","S5","Count",0
"2009-2010","S01001811","1","7 And Above","S6","Count",1
"2011-2012","S01001811","1","6 And Above","S5","Count",1
"2008-2009","S01001811","1","7 And Above","S6","Count",0
"2008-2009","S01001811","1","6 And Above","S5","Count",0
"2010-2011","S01001811","1","6 And Above","S5","Count",0
"2011-2012","S01001811","1","7 And Above","S6","Count",0
"2012-2013","S01001811","1","7 And Above","S6","Count",1
"2010-2011","S01001811","1","7 And Above","S6","Count",0
"2012-2013","S01001811","3","6 And Above","S6","Count",1
"2011-2012","S01001811","3","6 And Above","S5","Count",1
"2009-2010","S01001811","3","6 And Above","S5","Count",0
"2012-2013","S01001811","3","6 And Above","S5","Count",0
"2009-2010","S01001811","3","6 And Above","S6","Count",1
"2010-2011","S01001811","3","6 And Above","S6","Ratio",0
"2010-2011","S01001811","5","4 And Above","S4","Ratio",0
"2011-2012","S01001811","3","6 And Above","S5","Ratio",100
"2008-2009","S01001811","3","6 And Above","S6","Ratio",0
"2012-2013","S01001811","3","6 And Above","S6","Ratio",100
"2010-2011","S01001811","3","6 And Above","S5","Ratio",0
"2009-2010","S01001811","5","4 And Above","S4","Ratio",0
"2009-2010","S01001811","5","5 And Above","S4","Ratio",0
"2010-2011","S01001811","5","3 And Above","S4","Ratio",0
"2011-2012","S01001811","3","6 And Above","S6","Ratio",0
"2010-2011","S01001811","5","5 And Above","S4","Ratio",0
"2009-2010","S01001811","3","6 And Above","S5","Ratio",0
"2011-2012","S01001811","5","5 And Above","S4","Ratio",0
"2009-2010","S01001811","3","6 And Above","S6","Ratio",100
"2009-2010","S01001811","5","3 And Above","S4","Ratio",0
"2008-2009","S01001811","3","6 And Above","S5","Ratio",0
"2008-2009","S01001811","5","5 And Above","S4","Ratio",0
"2008-2009","S01001811","5","3 And Above","S4","Ratio",0
"2011-2012","S01001811","5","3 And Above","S4","Ratio",0
"2009-2010","S01001811","1","6 And Above","S5","Ratio",0
"2012-2013","S01001811","5","6 And Above","S6","Ratio",100
"2009-2010","S01001811","1","7 And Above","S6","Ratio",100
"2008-2009","S01001811","5","6 And Above","S6","Ratio",0
"2011-2012","S01001811","5","6 And Above","S6","Ratio",0
"2011-2012","S01001811","1","7 And Above","S6","Ratio",0
"2008-2009","S01001811","5","6 And Above","S5","Ratio",0
"2010-2011","S01001811","1","7 And Above","S6","Ratio",0
"2011-2012","S01001811","5","6 And Above","S5","Ratio",100
"2010-2011","S01001811","5","6 And Above","S5","Ratio",0
"2010-2011","S01001811","5","6 And Above","S6","Ratio",0
"2009-2010","S01001811","5","6 And Above","S5","Ratio",0
"2008-2009","S01001811","1","7 And Above","S6","Ratio",0
"2008-2009","S01001811","5","4 And Above","S4","Ratio",0
"2009-2010","S01001811","5","6 And Above","S6","Ratio",100
"2011-2012","S01001811","5","4 And Above","S4","Ratio",0
"2010-2011","S01001811","1","6 And Above","S5","Ratio",0
"2008-2009","S01001811","1","6 And Above","S5","Ratio",0
"2012-2013","S01001811","1","7 And Above","S6","Ratio",100
"2011-2012","S01001811","1","6 And Above","S5","Ratio",100
"2009-2010","S01001812","5","6 And Above","S6","Count",0
"2010-2011","S01001812","5","5 And Above","S4","Count",0
"2011-2012","S01001812","3","6 And Above","S5","Count",0
"2012-2013","S01001812","5","6 And Above","S6","Count",0
"2011-2012","S01001812","5","5 And Above","S4","Count",1
"2012-2013","S01001812","5","5 And Above","S4","Count",1
"2010-2011","S01001812","5","6 And Above","S5","Count",0
"2012-2013","S01001812","5","6 And Above","S5","Count",1
"2010-2011","S01001812","3","6 And Above","S5","Count",0
"2010-2011","S01001812","5","6 And Above","S6","Count",0
"2008-2009","S01001812","5","6 And Above","S5","Count",0
"2008-2009","S01001812","5","6 And Above","S6","Count",0
"2009-2010","S01001812","3","6 And Above","S5","Count",0
"2012-2013","S01001812","5","3 And Above","S4","Count",2
"2009-2010","S01001812","5","6 And Above","S5","Count",0
"2011-2012","S01001812","5","3 And Above","S4","Count",1
"2009-2010","S01001812","5","3 And Above","S4","Count",0
"2008-2009","S01001812","3","6 And Above","S6","Count",0
"2011-2012","S01001812","5","6 And Above","S5","Count",0
"2008-2009","S01001812","5","3 And Above","S4","Count",0
"2010-2011","S01001812","5","4 And Above","S4","Count",0
"2010-2011","S01001812","5","3 And Above","S4","Count",0
"2011-2012","S01001812","5","4 And Above","S4","Count",1
"2012-2013","S01001812","5","4 And Above","S4","Count",2
"2011-2012","S01001812","1","6 And Above","S5","Count",0
"2008-2009","S01001812","1","7 And Above","S6","Count",0
"2012-2013","S01001812","1","6 And Above","S5","Count",1
"2008-2009","S01001812","5","4 And Above","S4","Count",0
"2011-2012","S01001812","1","7 And Above","S6","Count",1
"2009-2010","S01001812","5","4 And Above","S4","Count",0
"2009-2010","S01001812","1","6 And Above","S5","Count",0
"2009-2010","S01001812","3","6 And Above","S6","Count",0
"2009-2010","S01001812","1","7 And Above","S6","Count",0
"2012-2013","S01001812","3","6 And Above","S5","Count",1
"2012-2013","S01001812","3","6 And Above","S6","Count",0
"2008-2009","S01001812","1","6 And Above","S5","Count",0
"2012-2013","S01001812","1","7 And Above","S6","Count",0
